CMDLINE /Library/Frameworks/Python.framework/Versions/3.12/bin/python3.12 chapter2.py
MEM 116.984375 1729507216.2441
MEM 117.000000 1729507216.3491
MEM 117.000000 1729507216.4541
MEM 117.000000 1729507216.5557
MEM 117.046875 1729507216.6607
MEM 117.046875 1729507216.7659
MEM 117.046875 1729507216.8711
MEM 117.046875 1729507216.9763
MEM 117.093750 1729507217.0781
MEM 117.093750 1729507217.1832
MEM 117.093750 1729507217.2882
MEM 117.109375 1729507217.3933
MEM 117.109375 1729507217.4984
MEM 117.140625 1729507217.6036
MEM 117.156250 1729507217.7058
MEM 117.156250 1729507217.8109
MEM 117.156250 1729507217.9159
MEM 117.203125 1729507218.0210
MEM 117.203125 1729507218.1261
MEM 117.203125 1729507218.2311
MEM 117.218750 1729507218.3362
MEM 117.218750 1729507218.4412
MEM 117.250000 1729507218.5463
MEM 117.265625 1729507218.6513
MEM 117.265625 1729507218.7564
MEM 117.265625 1729507218.8572
MEM 117.312500 1729507218.9622
MEM 117.312500 1729507219.0673
MEM 117.312500 1729507219.1723
MEM 117.328125 1729507219.2774
MEM 117.359375 1729507219.3824
MEM 117.359375 1729507219.4874
MEM 117.375000 1729507219.5925
MEM 117.375000 1729507219.6975
MEM 117.406250 1729507219.8025
MEM 117.421875 1729507219.9075
MEM 117.421875 1729507220.0126
MEM 117.421875 1729507220.1176
MEM 117.421875 1729507220.2226
MEM 117.468750 1729507220.3277
MEM 117.468750 1729507220.4327
MEM 117.468750 1729507220.5378
MEM 117.484375 1729507220.6390
MEM 117.484375 1729507220.7402
MEM 117.515625 1729507220.8452
MEM 117.531250 1729507220.9503
MEM 117.531250 1729507221.0553
MEM 117.531250 1729507221.1604
MEM 117.578125 1729507221.2654
MEM 117.578125 1729507221.3704
MEM 117.578125 1729507221.4723
MEM 117.593750 1729507221.5773
MEM 117.593750 1729507221.6824
MEM 117.625000 1729507221.7874
MEM 117.640625 1729507221.8925
MEM 117.640625 1729507221.9975
MEM 117.640625 1729507222.1025
MEM 117.656250 1729507222.2076
MEM 117.687500 1729507222.3127
MEM 117.687500 1729507222.4177
MEM 117.687500 1729507222.5228
MEM 117.703125 1729507222.6278
MEM 117.703125 1729507222.7329
MEM 117.734375 1729507222.8379
MEM 117.750000 1729507222.9429
MEM 117.750000 1729507223.0480
MEM 117.750000 1729507223.1530
MEM 117.765625 1729507223.2580
MEM 117.796875 1729507223.3630
MEM 117.796875 1729507223.4681
MEM 117.812500 1729507223.5723
MEM 117.812500 1729507223.6773
MEM 117.812500 1729507223.7823
MEM 117.859375 1729507223.8873
MEM 117.859375 1729507223.9923
MEM 117.859375 1729507224.0974
MEM 117.875000 1729507224.2024
MEM 117.875000 1729507224.3074
MEM 117.906250 1729507224.4124
MEM 117.921875 1729507224.5175
MEM 117.921875 1729507224.6222
MEM 117.921875 1729507224.7273
MEM 117.937500 1729507224.8323
MEM 117.968750 1729507224.9373
MEM 117.968750 1729507225.0389
MEM 117.984375 1729507225.1439
MEM 117.984375 1729507225.2489
MEM 117.984375 1729507225.3540
MEM 118.031250 1729507225.4556
MEM 118.031250 1729507225.5607
MEM 118.031250 1729507225.6657
MEM 118.046875 1729507225.7707
MEM 118.046875 1729507225.8757
MEM 118.078125 1729507225.9808
MEM 118.093750 1729507226.0858
MEM 118.093750 1729507226.1908
MEM 118.093750 1729507226.2958
MEM 118.125000 1729507226.4009
MEM 118.140625 1729507226.5059
MEM 118.140625 1729507226.6109
MEM 118.140625 1729507226.7160
MEM 118.187500 1729507226.8210
MEM 118.187500 1729507226.9261
MEM 118.187500 1729507227.0313
MEM 118.203125 1729507227.1364
MEM 118.203125 1729507227.2415
MEM 118.234375 1729507227.3465
MEM 118.250000 1729507227.4516
MEM 118.250000 1729507227.5566
MEM 118.250000 1729507227.6616
MEM 118.265625 1729507227.7667
MEM 118.296875 1729507227.8717
MEM 118.296875 1729507227.9768
MEM 118.312500 1729507228.0818
MEM 118.312500 1729507228.1868
MEM 118.343750 1729507228.2919
MEM 118.359375 1729507228.3969
MEM 118.359375 1729507228.5019
MEM 118.359375 1729507228.6055
MEM 118.390625 1729507228.7105
MEM 118.406250 1729507228.8156
MEM 118.406250 1729507228.9207
MEM 118.406250 1729507229.0222
MEM 118.421875 1729507229.1272
MEM 118.453125 1729507229.2322
MEM 118.453125 1729507229.3373
MEM 118.453125 1729507229.4423
MEM 118.468750 1729507229.5474
MEM 118.500000 1729507229.6525
MEM 118.500000 1729507229.7575
MEM 118.515625 1729507229.8626
MEM 118.515625 1729507229.9676
MEM 118.515625 1729507230.0721
MEM 118.562500 1729507230.1772
MEM 118.562500 1729507230.2822
MEM 118.562500 1729507230.3872
MEM 118.578125 1729507230.4888
MEM 118.609375 1729507230.5938
MEM 118.609375 1729507230.6989
MEM 118.609375 1729507230.8039
MEM 118.625000 1729507230.9089
MEM 118.625000 1729507231.0139
MEM 118.656250 1729507231.1190
MEM 118.671875 1729507231.2240
MEM 118.671875 1729507231.3290
MEM 118.671875 1729507231.4340
MEM 118.687500 1729507231.5390
MEM 118.718750 1729507231.6441
MEM 118.718750 1729507231.7491
MEM 118.734375 1729507231.8541
MEM 118.734375 1729507231.9592
MEM 118.734375 1729507232.0642
MEM 118.781250 1729507232.1692
MEM 118.781250 1729507232.2703
MEM 118.781250 1729507232.3753
MEM 118.796875 1729507232.4803
MEM 118.796875 1729507232.5854
MEM 118.828125 1729507232.6904
MEM 118.843750 1729507232.7954
MEM 118.843750 1729507232.9004
MEM 118.843750 1729507233.0055
MEM 118.890625 1729507233.1105
MEM 118.890625 1729507233.2156
MEM 118.890625 1729507233.3206
MEM 118.906250 1729507233.4256
MEM 118.906250 1729507233.5307
MEM 118.937500 1729507233.6357
MEM 118.937500 1729507233.7407
MEM 118.953125 1729507233.8458
MEM 118.953125 1729507233.9508
MEM 118.984375 1729507234.0554
MEM 119.000000 1729507234.1604
MEM 119.000000 1729507234.2655
MEM 119.000000 1729507234.3705
MEM 119.046875 1729507234.4755
MEM 119.046875 1729507234.5805
MEM 119.046875 1729507234.6806
MEM 119.062500 1729507234.7857
MEM 119.093750 1729507234.8907
MEM 119.093750 1729507234.9957
MEM 119.109375 1729507235.1007
MEM 119.109375 1729507235.2057
MEM 119.140625 1729507235.3108
MEM 119.156250 1729507235.4158
MEM 119.156250 1729507235.5208
MEM 119.187500 1729507235.6221
MEM 119.187500 1729507235.7271
MEM 119.203125 1729507235.8321
MEM 119.203125 1729507235.9371
MEM 119.234375 1729507236.0387
MEM 119.250000 1729507236.1438
MEM 119.250000 1729507236.2488
MEM 119.281250 1729507236.3538
MEM 119.296875 1729507236.4588
MEM 119.296875 1729507236.5639
MEM 119.328125 1729507236.6689
MEM 119.343750 1729507236.7739
MEM 119.343750 1729507236.8789
MEM 119.375000 1729507236.9840
MEM 119.390625 1729507237.0890
MEM 119.390625 1729507237.1940
MEM 119.390625 1729507237.2991
MEM 119.421875 1729507237.4041
MEM 119.437500 1729507237.5091
MEM 119.437500 1729507237.6142
MEM 119.468750 1729507237.7192
MEM 119.484375 1729507237.8242
MEM 119.484375 1729507237.9292
MEM 119.515625 1729507238.0343
MEM 119.531250 1729507238.1387
MEM 119.531250 1729507238.2437
MEM 119.562500 1729507238.3483
MEM 119.578125 1729507238.4533
MEM 119.578125 1729507238.5584
MEM 119.609375 1729507238.6634
MEM 119.625000 1729507238.7685
MEM 119.625000 1729507238.8735
MEM 119.656250 1729507238.9785
MEM 119.656250 1729507239.0835
MEM 119.671875 1729507239.1885
MEM 119.703125 1729507239.2936
MEM 119.703125 1729507239.3986
MEM 119.718750 1729507239.5036
MEM 119.750000 1729507239.6086
MEM 119.750000 1729507239.7137
MEM 119.765625 1729507239.8187
MEM 119.796875 1729507239.9237
MEM 119.796875 1729507240.0287
MEM 119.812500 1729507240.1338
MEM 119.843750 1729507240.2388
MEM 119.843750 1729507240.3438
MEM 119.859375 1729507240.4489
MEM 119.890625 1729507240.5539
MEM 119.890625 1729507240.6589
MEM 119.906250 1729507240.7639
MEM 119.937500 1729507240.8690
MEM 119.937500 1729507240.9740
MEM 119.937500 1729507241.0790
MEM 119.984375 1729507241.1841
MEM 119.984375 1729507241.2891
MEM 120.015625 1729507241.3941
MEM 120.031250 1729507241.4991
MEM 120.031250 1729507241.6042
MEM 120.062500 1729507241.7092
MEM 120.078125 1729507241.8142
MEM 120.109375 1729507241.9192
MEM 120.109375 1729507242.0243
MEM 120.125000 1729507242.1293
MEM 120.156250 1729507242.2343
MEM 120.156250 1729507242.3394
MEM 120.203125 1729507242.4444
MEM 120.203125 1729507242.5495
MEM 120.234375 1729507242.6545
MEM 120.234375 1729507242.7595
MEM 120.281250 1729507242.8645
MEM 120.281250 1729507242.9696
MEM 120.312500 1729507243.0746
MEM 120.328125 1729507243.1796
MEM 120.359375 1729507243.2847
MEM 120.359375 1729507243.3897
MEM 120.406250 1729507243.4947
MEM 120.406250 1729507243.5998
MEM 120.437500 1729507243.7048
MEM 120.468750 1729507243.8098
MEM 120.484375 1729507243.9149
MEM 120.515625 1729507244.0199
MEM 120.515625 1729507244.1249
MEM 120.562500 1729507244.2299
MEM 120.562500 1729507244.3341
MEM 120.593750 1729507244.4362
MEM 120.609375 1729507244.5386
MEM 120.640625 1729507244.6436
MEM 120.640625 1729507244.7486
MEM 120.671875 1729507244.8537
MEM 120.687500 1729507244.9587
MEM 120.718750 1729507245.0637
MEM 120.718750 1729507245.1688
MEM 120.765625 1729507245.2738
MEM 120.765625 1729507245.3788
MEM 120.796875 1729507245.4838
MEM 120.812500 1729507245.5889
MEM 120.843750 1729507245.6939
MEM 120.843750 1729507245.7989
MEM 120.875000 1729507245.9039
MEM 120.921875 1729507246.0090
MEM 120.921875 1729507246.1140
MEM 120.953125 1729507246.2190
MEM 121.000000 1729507246.3241
MEM 121.000000 1729507246.4291
MEM 121.031250 1729507246.5341
MEM 121.078125 1729507246.6386
MEM 121.078125 1729507246.7436
MEM 121.109375 1729507246.8486
MEM 121.140625 1729507246.9536
MEM 121.187500 1729507247.0552
MEM 121.218750 1729507247.1602
MEM 121.250000 1729507247.2653
MEM 121.281250 1729507247.3703
MEM 121.328125 1729507247.4753
MEM 121.359375 1729507247.5803
MEM 121.390625 1729507247.6854
MEM 121.453125 1729507247.7904
MEM 121.500000 1729507247.8954
MEM 121.531250 1729507247.9955
MEM 121.562500 1729507248.1005
MEM 121.625000 1729507248.2006
MEM 121.671875 1729507248.3056
MEM 121.734375 1729507248.4098
MEM 121.796875 1729507248.5149
MEM 121.890625 1729507248.6199
MEM 122.000000 1729507248.7249
MEM 122.062500 1729507248.8299
MEM 122.156250 1729507248.9350
MEM 122.281250 1729507249.0400
MEM 122.468750 1729507249.1450
MEM 122.687500 1729507249.2501
MEM 122.937500 1729507249.3551
MEM 123.156250 1729507249.4552
MEM 123.437500 1729507249.5602
MEM 123.687500 1729507249.6653
MEM 124.000000 1729507249.7703
MEM 124.281250 1729507249.8753
MEM 124.593750 1729507249.9804
MEM 124.875000 1729507250.0854
MEM 125.125000 1729507250.1904
MEM 125.125000 1729507250.2954
MEM 125.125000 1729507250.4005
MEM 63.140625 1729507250.5035
